phonetic_transcription|wav_path|speaker|style
#p ac vv ee ll oo ss ii dd 'aa dz ic dd uc zz mm ee kk aa nn 'ii zz mm uc zz nn uc kk oo mm 'eh rf ss ic uw ee ll ee tt rd 'oo nn ic kk uc #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_rispido_aco_wav22_eps_rispido_aco0575.wav|rosana|rispido
#p rx ee kk on nh 'ee ss uc un pp ii ll 'an tt rd ac aa ss 'in kk ic uc vv 'ee zh uc #c ic ee ss tt 'oo uw vv 'en dd uc un #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_rispido_ris_wav22_eps_rispido_ris0080.wav|rosana|rispido
#p nn 'an wn mm ic dz 'ii gg ac #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_rispido_aco_wav22_eps_rispido_aco0206.wav|rosana|rispido
#p rx ee nn 'oh vv ic ss 'uu ac kk 'aa zz ac kk on 'eh ss tt ac zz oo ff 'eh rf tt ac zz ee ss pp ee ss ii 'aa ij ss kk ic pp rd ee pp aa rr 'an mm uc ss pp 'aa rr ac vv oo ss 'ee #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_ani_wav22_eps_animado_ani0058.wav|rosana|animado
#p 'ee uw kk on nh 'ee ss uc bb aa ss tt 'an ts ic zh 'en ts ic kk ic ff 'oo ij dz ic ee ss kk 'ee rf dd ac nn ac zh uu vv en tt 'uu dz ic ic dd ee pp 'oo ij zz vv ii rr 'oo uw dz ic dz ii rr 'ee ij tt ac #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_gen_wav22_eps_animado_gen0148.wav|rosana|animado
#p dz ii vv uu uw gg 'oo uw uc ss ss ee rf vv 'ii ss uc zz dz ic ll oo zh 'ii ss ts ic kk ac dd ac ss 'ee pp 'ee tt 'ee 'ee mm ic #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_rf_wav22_eps_acolhedor_rf0263.wav|rosana|acolhedor
#p en ff 'in #c dd uu rr 'oo uw mm 'ee nn uc zz dd uc kk ic 'eh rr ac pp ee rf mm ii ts 'ii dd uc #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_rf_wav22_eps_acolhedor_rf0745.wav|rosana|acolhedor
#p uc aa rf gg uu mm 'en tt uc 'eh rr ac dz ic in pp rd 'en ss ac dz ic ff ll oo rr ii aa nn 'oh pp oo ll ic ss #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_rispido_aco_wav22_eps_rispido_aco0267.wav|rosana|rispido
#p nn uc zz 'uu uw ts ic mm uc zz dd 'oo zz ic mm 'ee zz ic ss #c 'oo uw vv ic un pp 'oo uw kk uc dz ic tt rd 'an zz ic tt uc nn uc ss en ts 'ii dd uc ss 'an wn ss ee bb aa ss ts ii 'an wn #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_rf_wav22_eps_animado_rf0260.wav|rosana|animado
#p 'an nn ac kk aa rr oo ll 'ii nn ac dz ic oo ll ii vv 'ee ij rr ac ss 'an tt uc ss #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_rf_wav22_eps_acolhedor_rf0546.wav|rosana|acolhedor
#p kk on ee ss pp 'ee lh uc zz zh ii gg an tt 'ee ss kk uc ss #c mm 'aa zz dz ic pp ee kk 'ee nn uc pp 'oh rf ts ic #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_rf_wav22_eps_animado_rf0154.wav|rosana|animado
#p 'ee ss ic aa pp ll ii kk aa ts 'ii vv uc pp 'aa rr ac en kk on tt rd 'aa rr uc mm ee lh 'oh rf kk aa mm 'in nh uc dz ic kk 'aa rx uc #c 'eh mm 'aa zh ic kk uc #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_ani_wav22_eps_acolhedor_ani0137.wav|rosana|acolhedor
#p ss 'ee uw nn 'uu mm ee rr uc dz ic pp rd oo tt oo kk 'oh ll uc kk ic uc ss ii ss tt 'ee mm ac zh ee rr 'oo uw nn 'an wn vv 'aa ij ss 'ee rr aa nn uu ll 'aa dd uc #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_rf_wav22_eps_animado_rf0619.wav|rosana|animado
#p tt rd 'ee ss ss 'ee ij ss tt rd 'ee zz nn 'oh vv ic #c tt rd 'ee zz 'un 'un ss 'eh ts ic #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_rispido_aco_wav22_eps_rispido_aco0273.wav|rosana|rispido
#p ac ii dd 'eh ij ac dd uc pp aa rf ts 'ii dd uc ic dd uc mm ee rf kk 'aa dd uc #c 'oo uw ss 'ee zh ac tt rd 'ee zz 'an nn uc zz dz ic vv 'ii ac zz mm oo nn ii tt oo rr 'aa dd ac ss #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_rispido_aco_wav22_eps_rispido_aco0536.wav|rosana|rispido
#p bb ee bb 'ee uw #c nn 'an wn zh an tt 'oo uw bb 'en #c ic aa mm an nh ee ss 'ee uw dz ic rx ee ss 'aa kk ac #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_rf_wav22_eps_acolhedor_rf0690.wav|rosana|acolhedor
#p ff ii zz 'eh rr an wn mm 'aa ij ss ss 'ee dd uc ac ss kk ee ss tt 'on jn zz dd ac pp rd 'oh vv ac dz ic 'oo zh ic #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_rispido_aco_wav22_eps_rispido_aco0044.wav|rosana|rispido
#p nn 'an wn vv 'aa ll ic ac pp 'ee nn ac aa rx ii ss kk 'aa rf #c mm ee lh 'oh rf rx ee nn oo vv 'aa rr uc pp aa ss aa pp 'oh rf ts ic dd 'eh ll ac aa gg 'oh rr ac kk ic aa uw gg 'un ss ff 'oo rr an wn dz ii ss pp en ss 'aa dd uc zz ic 'oo uw tt rd uc ss pp ee dz 'ii rr an wn pp 'aa rr ac ss aa 'ii rf #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_gen_wav22_eps_animado_gen0093.wav|rosana|animado
#p dd 'uu rr ac ss 'in kk uc mm 'ee zz ic ss #c ic nn 'an wn tt 'en kk 'aa rf nn ic aa ss 'aa dd ac aa 'in dd ac #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_rf_wav22_eps_animado_rf0178.wav|rosana|animado
#p ff 'oo ij en kk aa mm in nh 'aa dd uc 'aa uw ss ee tt 'oo rf #c tt oo tt aa uw mm 'en ts ic ss en ss aa bb 'ee rr uc kk ic ff aa zz 'ee rf #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_rispido_aco_wav22_eps_rispido_aco0434.wav|rosana|rispido
#p uc aa tt aa kk 'an ts ic bb aa tt 'ee uw en kk 'un nh ac dd uu rr 'an ts ic ac dz ii ss pp 'uu tt ac #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_rf_wav22_eps_animado_rf0766.wav|rosana|animado
#p dd aa kk 'ii ac pp oo uw kk 'in nh uc ss 'ee uw pp ee dz 'ii dd uc ss ee rr 'aa en tt rd 'eh gg ic nn ac ss 'uu ac rx ee zz ii dd 'en ss ij ac #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_ani_wav22_eps_animado_ani0126.wav|rosana|animado
#p dd ee ss kk 'uu uw pp ic #s nn 'an wn en tt en dz 'ii uc kk ic vv oo ss 'ee ff aa ll 'oo uw #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_rf_wav22_eps_acolhedor_rf0686.wav|rosana|acolhedor
#p 'ee ss ic 'eh un 'oh mm en kk ic ts 'in nh ac mm 'ee uw vv 'oh tt uc #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_rf_wav22_eps_acolhedor_rf0134.wav|rosana|acolhedor
#p nn 'an wn kk 'eh rr uc dd ee zz ee zh 'aa rr uc mm 'aa uw pp rd ac vv oo ss 'ee nn 'an wn #s kk 'eh rr uc kk ic ac zh uu ss ts 'ii ss ac ss 'ee zh ac ff 'ee ij tt ac #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_gen_wav22_eps_animado_gen0039.wav|rosana|animado
#p ss 'in kk uc ss 'in kk uc nn 'oh vv ic ss 'ee ij ss #c zz 'eh rr uc tt rd 'ee zz zz 'eh rr uc tt rd 'ee ss #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_rf_wav22_eps_animado_rf0336.wav|rosana|animado
#p uc ss kk on tt 'aa tt uc ss kk on ts ii nn uu aa rr 'an wn aa tt 'eh kk ic uc pp aa gg aa mm 'en tt uc ss 'ee zh ac rx ee aa ll ii zz 'aa dd uc #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_rf_wav22_eps_animado_rf0354.wav|rosana|animado
#p ss ee rr 'aa un pp rd aa zz 'ee rf rx ee ss ee bb 'ee ll uc en nn 'oh ss ac kk 'aa zz ac dz ic rx ee pp 'oo uw zz uc #c ic vv oo ss 'ee vv 'aa ij gg oo ss tt 'aa rf mm 'un in tt uc dd aa kk 'ii #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_rispido_acorf_wav22_eps_rispido_acorf0154.wav|rosana|rispido
#p uc pp rd oo gg rd 'an mm ac ff 'oo ij dd ee ss kk rd 'ii tt uc kk 'oo mm uc kk oo mm uu nn 'ii ss tt ac pp 'ee ll uc zz ii nn ii mm 'ii gg uc zz dd uc rx ee zh 'ii mm ic #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_gen_wav22_eps_acolhedor_gen0160.wav|rosana|acolhedor
#p pp 'oh ss uc lh ic aa zh uu dd 'aa rf kk on 'aa uw gg uc mm 'aa ij ss #q|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_rf_wav22_eps_animado_rf0204.wav|rosana|animado
#p nn en nh 'un dd uc ss ss ii ss tt 'ee mm ac zz 'eh rx ee ss tt rd 'ii tt uc ac an tt 'ee nn ac ss kk oo ll ee ts 'ii vv ac zz dz ic kk on dd oo mm 'ii nn ic uw ss #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_rf_wav22_eps_acolhedor_rf0449.wav|rosana|acolhedor
#p uc tt rd 'en en kk ic en tt rd 'aa rr an wn nn ac ee ss tt aa ss 'an wn dz ic ee dz in bb 'uu rf gg uc nn 'an wn ss ee gg ii rr 'aa pp 'aa rr ac uc nn 'oh rf ts ic ic ss 'in pp 'aa rr ac uc ss 'uu uw #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_rispido_gen_wav22_eps_rispido_gen0175.wav|rosana|rispido
#p mm 'aa zz 'eh vv ee rf dd 'aa dz ic #s 'ee uw tt an bb 'en gg uw aa rf dd aa rr 'ii ac uc ss tt rd oo kk 'aa dd uc ss pp ee gg 'an dd uc bb uu zz 'an wn #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_gen_wav22_eps_animado_gen0160.wav|rosana|animado
#p ac tt en pp oo rr 'aa dd ac #c kk ic kk oo mm 'eh ss ac ff 'oh rf ts ic #c aa kk aa bb 'oo uw kk on un dd uc zz mm 'aa ij ss pp rd oo ff ii ss ii oo nn 'aa ij zz in vv ee ss ts ii dd 'oo rr ic zz en bb 'uu ss kk ac dz ic kk aa rx 'ee ij rr ac #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_rf_wav22_eps_animado_rf0293.wav|rosana|animado
#p ac kk ee ss tt 'an wn dd uc ss pp rd 'ee zz uc ss kk on dd ee nn 'aa dd uc zz 'aa ee zz ee kk uu ss 'an wn #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_rispido_aco_wav22_eps_rispido_aco0478.wav|rosana|rispido
#p 'ee ij zz un pp 'on tt uc dz ic ss oo ll ii dd aa rr ii ee dd 'aa dz ic pp 'aa rr ac tt 'oo dd uc ss 'ee rr uu mm 'an nn uc #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_rf_wav22_eps_animado_rf0138.wav|rosana|animado
#p ac ss 'uu ac aa zh 'en dd ac tt an bb 'en in kk ll 'uu ij rx ee uw nn ii 'on jn zz nn ac kk 'aa zz ac bb rd 'an kk ac nn ac tt 'ee rf ss ac ff 'ee ij rr ac #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_rispido_aco_wav22_eps_rispido_aco0429.wav|rosana|rispido
#p uc pp rd 'aa zz uc dz ic nn ee gg 'oh ss ic uw ss kk on uc zz ee ss tt uu dd 'an ts ic zz aa kk aa bb 'oo uw 'on tt en #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_rispido_acorf_wav22_eps_rispido_acorf0252.wav|rosana|rispido
#p aa ll 'uu nn uc zz dz ic gg uw aa rr 'uu lh uc ss ss 'an wn ac ff aa vv 'oo rf dd uc gg oo ll 'ee ij rr uc rx oo zh 'eh rr ic uw #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_rf_wav22_eps_animado_rf0444.wav|rosana|animado
#p 'ee ss ic vv aa ll 'oo rf dz ic pp aa rf ss 'eh ll ac ee ss kk oo lh 'ii dd uc pp oo rf vv oo ss 'ee #c pp oo dd ee rr 'aa kk on pp rd oo mm ee tt 'ee rr aa tt 'eh tt rd 'in tt ac pp oo rf ss 'en tt uc dd uc ss 'ee uw ss aa ll 'aa rr ic uw bb rd 'uu tt uc #c en tt 'an wn 'eh mm ee lh 'oh rr ee ss kk oo lh 'ee rr un vv aa ll 'oo rf mm ee nn 'oh rf #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_rispido_gen_wav22_eps_rispido_gen0041.wav|rosana|rispido
#p mm ic aa gg uw 'aa rf dz ic dd 'en tt rd uc dz ic un ss kk 'in zz ic mm ii nn 'uu tt uc ss kk ic ac zh 'en ts ic ts ic rx ee tt 'oh rf nn ac #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_rf_wav22_eps_acolhedor_rf0721.wav|rosana|acolhedor
#p nn ac kk aa dd 'ee ij ac nn 'an wn dd 'aa pp 'aa rr ac ss aa bb 'ee rf ss ic ee ss tt 'aa tt 'uu dd uc bb 'en #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_rispido_aco_wav22_eps_rispido_aco0005.wav|rosana|rispido
#p nn ac kk on pp aa rr aa ss 'an wn kk on 'oo uw tt rd uc ss #c uc dz in nh 'ee ij rr uc dz ic kk ic uc zz mm ii lh 'aa rr ic zz dz ic pp oo ll 'ii ts ic kk uc zz dz ii ss 'eh rr an wn kk ic pp rd ee ss 'ii zz an wn 'eh pp 'oo uw kk uc #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_rf_wav22_eps_animado_rf0553.wav|rosana|animado
#p ac ss en nh 'oh rr ac kk 'eh rf kk ic 'ee uw rx ee pp 'ii tt ac #q|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_rf_wav22_eps_acolhedor_rf0562.wav|rosana|acolhedor
#p nn uc ll ii mm 'ii ts ic #c ss uu pp ee rr 'aa rr 'eh ss ac bb aa rx 'ee ij rr ac dd ac mm aa rr aa tt 'oo nn ac dz ic bb 'oh ss tt on #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_rf_wav22_eps_acolhedor_rf0390.wav|rosana|acolhedor
#p ss ic vv oo ss 'ee ff 'aa ss pp 'aa rf ts ic dd uc ts 'ii mm ic dd ac zz rx ee bb 'eh uw dz ic ss kk ic kk 'eh rr en vv ii rr 'aa rr uc mm 'un dd uc dz ic pp 'on tt ac kk aa bb 'ee ss ac pp oo rf kk 'aa uw zz ac dd ac tt 'aa uw dz ii tt aa dd 'uu rr ac dd ac bb ee ll 'ee zz ac #c ss eh rf tt aa mm 'en ts ic vv 'aa ij ss ic dz ii vv ee rf ts 'ii rf kk on aa uw gg 'uu mm ac zz ee ss ee ss 'on jn ss #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_rispido_acorf_wav22_eps_rispido_acorf0099.wav|rosana|rispido
#p 'eh ss ac 'eh ac vv ee rf dd aa dd 'ee ij rr ac nn aa tt uu rr 'ee zz ac dd uc kk rd ii ss ts ii aa nn 'ii zz mm uc #s ss ee gg 'ii rr ac kk rd 'ii ss tt uc #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_gen_wav22_eps_acolhedor_gen0111.wav|rosana|acolhedor
#p nn 'an wn 'eh ac pp rd ii mm 'ee ij rr ac vv 'ee ss kk ic oo kk 'oh rx ic 'uu mm ac pp oo rf kk aa rr 'ii ac dd 'eh ss ac ss #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_rispido_ris_wav22_eps_rispido_ris0066.wav|rosana|rispido
#p nn 'oh ss tt 'ee mm uc zz 'uu mm ac pp rd oo pp 'oh ss tt ac pp 'aa rr ac ac mm aa rr 'ii ac ic gg oo ss tt aa rr 'ii an mm uc zz dz ic en tt rd 'aa rr en kk on tt 'aa tt uc #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_rf_wav22_eps_acolhedor_rf0226.wav|rosana|acolhedor
#p nn 'an wn tt 'en nh uc tt 'uu dd uc uc kk ic 'an mm uc #c mm 'aa zz 'an mm uc tt 'uu dd uc uc kk ic tt 'en nh uc #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_rf_wav22_eps_animado_rf0071.wav|rosana|animado
#p pp oo rf kk 'ee ss 'en pp rd ic vv 'en pp 'ee ll uc kk oo rx 'ee ij uw mm 'aa zz 'ee ss ic mm 'ee zz nn 'an wn vv 'ee ij uw #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_rf_wav22_eps_acolhedor_rf0703.wav|rosana|acolhedor
#p aa uw gg 'uu mm ac ss pp ee kk 'ee nn ac zz aa ss 'on jn ss pp 'oh dd en ff aa zz 'ee rf tt 'oo dd ac ac dz ii ff ee rr 'en ss ac nn uc kk ic dz 'ii zz rx ee ss pp 'ee ij tt uc ac ss 'ee rr 'oo uw nn 'an wn ss uu ss tt en tt 'aa vv ee uw #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_gen_wav22_eps_animado_gen0033.wav|rosana|animado
#p 'ee ll ic vv 'aa ij kk aa uw zz 'aa rf #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_rf_wav22_eps_animado_rf0183.wav|rosana|animado
#p kk ic ts 'ii pp uc dz ic ee ss tt aa bb ee ll ee ss ii mm 'en tt uc #q|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_rf_wav22_eps_acolhedor_rf0285.wav|rosana|acolhedor
#p in ff ee ll ii zz mm 'en ts ic nn 'an wn tt 'ee mm uc zz aa zh 'en dd ac pp 'aa rr ac 'oo zh ic #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_rf_wav22_eps_acolhedor_rf0480.wav|rosana|acolhedor
#p ff ee rf nn 'an dd uc kk oo 'ee lh uc dd ee ij sh 'oo uw uc zh oo rf nn aa ll 'ii zz mm uc dd ac tt 'ee vv 'ee kk uu uw tt 'uu rr ac ic ff 'oo ij pp 'aa rr ac 'uu mm ac ee mm ii ss 'oo rr ac pp rd ii vv 'aa dd ac dd uc rx 'ii uw dz ic zh aa nn 'ee ij rr uc #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_gen_wav22_eps_acolhedor_gen0189.wav|rosana|acolhedor
#p pp rd oo vv aa vv ee uw mm 'en ts ic #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_rf_wav22_eps_animado_rf0117.wav|rosana|animado
#p 'eh ss ac mm oo dd aa ll ii dd 'aa dz ic aa 'in dd ac pp 'oh dz ic kk oo bb rd 'ii rr aa ss ii dd 'en ts ic ss pp ee ss oo 'aa ij ss #c kk 'aa zz uc zz dz ic dd oo 'en ss ac zz gg rd 'aa vv ic ss #c dd ee ss pp 'ee zz ac zz mm 'eh dz ic kk uc oo ss pp ii tt aa ll 'aa rr ic ss #c 'oo uw mm 'ee zz mm uc rx ee en bb 'oo uw ss uc dz ic dd ee ss pp 'ee zz ac ss #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_animado_rf_wav22_eps_animado_rf0348.wav|rosana|animado
#p uc vv ee rf dd aa dd 'ee ij rr uc in kk rd ee mm 'en tt uc ee ss tt 'aa ff aa zz 'en dd uc vv ee rf dd aa dd 'ee ij rr ac rx ee nn oo vv aa ss 'an wn 'aa uw ee zz ee kk uu ts 'ii vv uc #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_rf_wav22_eps_acolhedor_rf0662.wav|rosana|acolhedor
#p ss oh mm 'en ts ic pp 'aa rr ac kk oo mm en tt 'aa rr uc pp rd ee zh uu 'ii zz uc dz ic zh 'un nh uc #p|/l/disk1/awstebas/lhueda/github/data/rosana_carlos_synth_train/rosana/speaker-adriana_eps_acolhedor_rf_wav22_eps_acolhedor_rf0213.wav|rosana|acolhedor
