phonetic_transcription;wav_path;speaker
#p uc ff 'ii uw mm ic #c ss ic nn 'an wn sh 'ee gg ac ac ss 'ee rr un kk an pp ee 'an wn dz ic bb ii lh ee tt ee rr 'ii ac #c ee ss tt 'aa ll 'on zh ic dz ic nn aa uw ff rd aa gg 'aa rf #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0361.wav;adriana
#p 'ee uw mm ic pp ee rf gg 'un tt uc ss ic 'eh ss ac kk ee ss tt 'an wn nn 'an wn 'eh pp oo rf pp rd ee kk aa uw ss 'an wn #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0198.wav;adriana
#p dz 'ii gg ac ss ic ff 'oo ij en gg 'an nn uc #c 'oo uw nn 'an wn #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0085.wav;adriana
#p mm ic dd ee ss kk 'uu uw pp ic #c mm 'aa ss ss 'oh pp 'oh ss uc pp aa ss 'aa rf mm 'aa ij zz dd ee tt 'aa lh ic ss pp 'aa rr ac tt ee rr 'ee zz ac zh oo zz 'eh dz ic kk 'an pp uc zz mm 'aa tt uc ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_gen/wav22/eps_rispido_gen0019.wav;adriana
#p aa uw gg 'un zz mm 'en bb rd uc zz dd uc zh uu dz ii ss ii 'aa rr ic uw ss 'an wn 'uu mm ac vv ee rf gg 'on nh ac #c ic dd uc ll ee zh ii zz ll aa ts 'ii vv uc ic ee zz ee kk uu ts 'ii vv uc tt an bb 'en #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_ris/wav22/eps_rispido_ris0107.wav;adriana
#p 'ee ll ic 'eh kk aa pp 'aa zz dz ic 'ii rr 'aa uw ss ii nn 'ee mm ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0136.wav;adriana
#p kk ic ts 'ii pp uc dz ic ee ss tt aa bb ee ll ee ss ii mm 'en tt uc #q;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0483.wav;adriana
#p ss 'oh ts ii vv 'eh mm uc ss tt 'en pp uc pp 'aa rr ac 'uu mm ac rx 'aa pp ic dd ac vv ii zz 'ii tt ac 'aa uw kk aa pp ii tt 'oh ll ic uw dd ac kk aa ll ii ff 'oh rf nn ij ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_acorf/wav22/eps_rispido_acorf0284.wav;adriana
#p 'eh 'oh bb vv ic uw kk ic 'uu mm ac tt rd 'aa vv ac kk ic pp rd 'eh ss ts ic nn 'an wn pp oo dd ee rr 'ii ac ss 'ee rf kk ee bb rd 'aa dd ac pp oo rr 'uu mm ac pp an kk 'aa dd ac ff rd 'aa kk ac kk 'oo mm uc 'eh ss ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_ris/wav22/eps_rispido_ris0037.wav;adriana
#p nn 'an wn #s nn 'an wn vv 'oo uw ff aa zz 'ee rr uc tt rd aa bb 'aa lh uc in pp oo rf tt 'an ts ic nn uc ss pp rd 'oh ss ic mm uc zz dz 'ii ac ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0113.wav;adriana
#p kk on uc ee ss tt 'oo zh uc ff ee sh 'aa dd uc 'eh pp oo ss 'ii vv ee uw ss en ts 'ii rr uc ss pp ee rf ff 'uu mm ic ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0012.wav;adriana
#p pp ee dz 'ii mm uc zz dd ee ss kk 'uu uw pp ac ss pp 'ee ll uc in kk 'oo mm oo dd uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_acorf/wav22/eps_rispido_acorf0207.wav;adriana
#p ee ss tt 'aa pp 'eh rf tt uc uc dz 'ii ac en kk ic 'ii ss uc aa kk aa bb aa rr 'aa mm 'aa uw #c ee ss tt 'oo uw ts ic aa vv ii zz 'an dd uc pp 'aa rr ac vv oo ss 'ee tt oo mm 'aa rf pp rd oo vv ii dd 'en ss ij ac ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_ris/wav22/eps_rispido_ris0022.wav;adriana
#p pp 'ee dd rd uc ss oo 'aa rr ic zz dz ic aa uw mm 'ee ij dd ac pp rd 'aa dd uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0373.wav;adriana
#p dz 'ii ac nn 'oh vv ic dz ic nn oo vv 'en bb rd uc dz ic kk in nh 'en tt uc zz 'an nn uc zz 'an ts ic zz dz ic kk rd 'ii ss tt uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0569.wav;adriana
#p ac rx 'eh gg rd ac ss ic aa pp ll 'ii kk ac pp 'aa rr ac tt 'oo dd uc zz uc ss kk ll ii 'en ts ic ss kk ic 'uu zz an wn uc ss kk aa nn 'aa ij zz dz ic kk oo mm uu nn ii kk aa ss 'an wn dd uc bb 'an kk uc #c ss 'ee zh ac kk uw 'aa uw ff 'oo rr uc vv aa ll 'oo rf dd uc dd ee pp 'oh zz ic tt uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_gen/wav22/eps_rispido_gen0012.wav;adriana
#p 'eh ss tt ac ss ee rr 'ii ac ac rx ee ss pp 'oh ss tt ac ss 'eh rf tt ac 'aa dd 'eh zz 'an nn uc ss #c nn 'an wn 'oo zh ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_acorf/wav22/eps_rispido_acorf0019.wav;adriana
#p ac pp oo ll 'ii ts ic kk ac nn ac 'aa ff rd ic kk ac dd uc ss 'uu uw #c en tt 'an wn 'eh 'uu mm ac pp 'aa rf ts ic dd ac kk 'eh dd ac nn uc mm 'ee zz mm uc pp ee rr 'ii oo dd uc dz ic dd 'oo ij zz mm 'ii uw ic dd 'oo zz ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0468.wav;adriana
#p 'eh dz ic ss 'uu mm ac in pp oo rf tt 'an ss ij ac kk ic uc ss ee gg uu rr 'aa dd uc kk on ff 'ii rr ac uc zz dd 'aa dd uc ss kk ic kk 'on ss tt an wn nn ac pp rd oo pp 'oh ss tt ac zh 'un tt uc kk on ss 'ee uw kk oo rx ee tt 'oo rf #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0396.wav;adriana
#p 'oh lh ic pp 'ee ll ac zh aa nn 'eh ll ac ic vv 'ee zh ac ss ic 'aa dd 'uu ac zz mm uu lh 'eh rr ic zz ll 'aa ff 'oh rr ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0125.wav;adriana
#p nn 'an wn ss en nh 'oo rf #c ac kk uw aa rr en tt 'ee nn ac nn 'an wn 'eh aa pp 'ee nn ac ss pp 'aa rr ac ff 'in zz dz ic ss aa 'uu dz ic #c tt an bb 'en ss ic ff 'aa zz 'uu zz uc pp oo ll 'ii ts ic kk uc dd 'eh ll ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_ris/wav22/eps_rispido_ris0072.wav;adriana
#p aa gg uw 'aa rf dz ic pp oo rf ff aa vv 'oo rf #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0175.wav;adriana
#p 'eh kk 'oo mm uc ss ic ss ee pp aa rr 'aa ss ee mm uc zz uc ss pp aa pp 'eh ij ss #c ss en ts ii rr 'aa rr uc mm 'eh rr ic tt uc dd uc aa tt uu 'aa uw #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_acorf/wav22/eps_rispido_acorf0133.wav;adriana
#p 'eh rr ac mm 'aa ij ss kk ic 'uu mm ac kk on ss ee kk uw 'en ss ij ac ff aa tt 'aa uw dd uc nn 'oh ss uc mm 'eh tt oo dd uc dz ic kk oo ll oo nn ii zz aa ss 'an wn en tt 'eh rx ac aa bb un dd 'an ts ic ic dd ee ss pp oo vv oo 'aa dd ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_gen/wav22/eps_rispido_gen0192.wav;adriana
#p ee ss tt 'aa gg an nh 'an dd uc uc tt rd aa bb aa lh aa dd 'oo rf kk ic vv 'eh ss ts ic pp rd 'ee tt uc oo ff ii ss ii aa uw mm 'en ts ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0254.wav;adriana
#p en tt 'en dd uc #p 'ee uw ii mm aa zh 'ii nn uc kk ic vv oo ss 'ee zh 'aa ee ss tt 'ee zh ac kk on ac ff aa tt 'uu rr ac en mm 'an wn ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0083.wav;adriana
#p en tt rd ee vv 'ii ss tt ac dd uc ss ee kk rd ee tt 'aa rr ic uw pp 'aa rr ac uc zz zh oo rf nn 'aa ij ss ff aa ll 'an dd uc uc kk ic ss en ts 'ii uw #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0544.wav;adriana
#p ac oo ll in pp 'ii ac dd ac kk uu ss tt aa rr 'aa 'aa uw gg uc en tt 'oo rf nn uc dz ic dd 'eh zz bb ii lh 'on jn ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0421.wav;adriana
#p ss 'oh vv 'oo uw nn ee gg oo ss ii 'aa rf ss ic ff 'oo rr uc dd 'oo nn uc #c ic nn 'an wn pp aa rr 'eh ss ic kk ic ss 'ee zh ac vv oo ss 'ee #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_ris/wav22/eps_rispido_ris0153.wav;adriana
#p ac pp rd 'oh pp rd ij ac kk 'aa ij sh ac ee kk oo nn 'oo mm ic kk ac dd ee ss ii dz 'ii uw vv en dd 'ee rf ss 'uu ac ss kk 'aa zz ac ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0289.wav;adriana
#p pp 'ee ll uc mm 'ee nn uc ss #c uc kk 'aa zz uc ff 'oo ij rx ee zh ii ss tt rd 'aa dd uc nn uc kk uw aa rf tt 'eh uw #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0438.wav;adriana
#p ff aa zz 'ii ac uc zz aa rf ts 'ii gg uc ss pp 'aa rr ac ss oo bb rd ee vv ii vv 'ee rf #c uc kk ic uc dd ee ss kk an ss 'aa vv ac dd ac ll ii tt ee rr aa tt 'uu rr ac #c mm 'aa zz uc in pp ee dz 'ii ac dz ic ee ss kk rd ee vv 'ee rf ss 'ee uw zz rx oo mm 'an ss ic ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_acorf/wav22/eps_rispido_acorf0039.wav;adriana
#p mm 'aa zz 'ee uw mm ic ll 'en bb rd uc ac ss 'en nh ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0027.wav;adriana
#p 'uu mm ac ll 'in nh ac dz ic mm on tt aa dd 'oo rr ac ss ss ic ff ii kk ss 'oo uw nn uc ll 'eh ss ts ic ee uw rr oo pp 'ee uw #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0261.wav;adriana
#p 'ee uw zh 'aa vv 'oo uw dd 'aa rr 'uu mm ac oo lh 'aa dd ac nn uc kk aa rf tt 'an wn dd ac ss en nh 'oh rr ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0197.wav;adriana
#p 'ee ll ic dz 'ii ss ic aa 'in dd ac kk ic nn 'en uc pp rd oo ff ee ss 'oo rf #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0003.wav;adriana
#p bb 'on dz 'ii ac #p tt 'uu dd uc bb 'en #q;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0163.wav;adriana
#p kk 'aa dd ac vv 'ee ss kk ic kk on vv ee rf ss 'an mm uc zz aa kk aa bb 'an mm uc zz dz ii ss kk uu ts 'in dd uc ac mm 'ee zz mm ac kk 'oo ij zz ac #s sh 'ee gg ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_ris/wav22/eps_rispido_ris0026.wav;adriana
#p ac ss pp 'oh rf tt ac ss kk ic ff ii zz 'eh rr an wn pp oo rf kk 'aa uw zz ac dd uc mm aa rr 'ii dd uc kk on ts ii nn 'uu an wn aa bb 'eh rf tt ac ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0374.wav;adriana
#p en ff rd 'en ts ic 'aa uw aa eh rr oo pp 'oo rf tt uc en 'oo uw tt rd uc ss pp ll 'an nn uc ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_aco/wav22/eps_rispido_aco0518.wav;adriana
#p 'ee ss ts ic gg oo vv 'ee rf nn uc nn 'an wn aa zh 'uu dd ac en nn 'aa dd ac #s ss 'an wn un bb 'an dd uc dz ic tt rd aa pp aa ss 'ee ij rr uc ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_ris/wav22/eps_rispido_ris0033.wav;adriana
#p un dd uc ss kk oo ll 'oo nn uc zz ll ee vv 'oo uw ac ss 'uu ac in dz ii ss kk rd ii ss 'an wn 'aa uw pp 'on tt uc dz ic dd 'aa rf ll 'aa rf gg ac ss kk aa mm in nh 'aa dd ac zz en pp rd ee zz 'en ss ac dd ac zz mm uu lh 'eh rr ic ss kk ic ss ic aa sh 'aa vv an wn nn uc pp 'aa rf kk ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_acorf/wav22/eps_rispido_acorf0254.wav;adriana
#p ac ss 'en nh ac dz ic kk uw 'aa tt rd uc dz 'ii zh ic tt uc zz dd uc ss kk aa nn 'aa ij zz 'eh kk an ss ee ll 'aa dd ac kk uw 'an dd uc dz ii zh ii tt 'aa dd ac in kk oo rx eh tt aa mm 'en ts ic pp oo rf tt rd 'ee zz vv 'ee zz ic ss kk on ss ee kk uu ts 'ii vv ac ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_rispido_gen/wav22/eps_rispido_gen0013.wav;adriana
