phonetic_transcription;wav_path;speaker;style
#p ac dd an dd 'aa rr ac 'eh ss 'uu ac ff 'ii lh ac kk on uc ss ii nn ee 'aa ss tt ac rx 'uu ij gg 'eh rx ac #p;/l/disk1/awstebas/data/TTS/speaker-adriana/riqueza_fonetica/wav22/riqueza_fonetica0199.wav;adriana;neutro
#p ff aa tt 'uu rr ac #c ss 'en nh ac #c ll ii mm 'ii ts ic #c 'oo uw mm ee lh 'oh rf dz 'ii ac dz ic kk 'on pp rd ac #q;/l/disk1/awstebas/data/TTS/speaker-adriana/interrogativas/wav22/interrogativas0382.wav;adriana;neutro
#p nn uc ff 'in dd ac ll 'in nh ac dd uc tt rd 'en en kk on tt rd 'an mm uc zz uc gg rd 'an dz ic aa ss 'uu dz ic #p;/l/disk1/awstebas/data/TTS/speaker-adriana/riqueza_fonetica/wav22/riqueza_fonetica1920.wav;adriana;neutro
#p ac pp 'ee zh 'ee mm 'aa ij ss pp ee rf mm aa nn 'eh ss ic 'aa ss 'uu ac dz ii ss pp oo zz ii ss 'an wn #p;/l/disk1/awstebas/data/TTS/speaker-adriana/teste_modulos_canada/wav22/pg_demoKami_v20200.wav;adriana;neutro
#p ss 'aa bb en kk ic ss ee ss aa rr 'aa ss ic kk ii zz 'eh rf #p;/l/disk1/awstebas/data/TTS/speaker-adriana/callcenter/wav22/callcenter0767.wav;adriana;neutro
#p ss 'in mm ic ll 'en bb rd uc #p;/l/disk1/awstebas/data/TTS/speaker-adriana/callcenter/wav22/callcenter0429.wav;adriana;neutro
#p ff 'oo ij pp rd 'ee zz uc en ff un ss 'an wn dz ic ss 'ee rr uc pp rd oo dd uu tt 'oo rf dz ic ss 'oh zh ac dz ic mm en ts 'ii rr ac #p;/l/disk1/awstebas/data/TTS/speaker-adriana/riqueza_fonetica/wav22/riqueza_fonetica1730.wav;adriana;neutro
#p kk on dd oo uw tt 'oo rr ac mm aa rr ii 'an nn ac vv 'ii ll ac rx ee 'aa uw #c;/l/disk1/awstebas/data/TTS/speaker-adriana/elev_dentalprime/wav22/elev_dentalprime0027.wav;adriana;neutro
#p ac aa rx ee kk aa dd aa ss 'an wn ac kk ic ss ic rx ee ff 'eh rr ic uc zh oo rf nn 'aa uw #p;/l/disk1/awstebas/data/TTS/speaker-adriana/riqueza_fonetica/wav22/riqueza_fonetica0357.wav;adriana;neutro
#p ss 'an wn ac ss ff 'ii ll ac zz dz ic an ts ii 'on tt en nn ac vv ee nn ee zz uu 'eh ll ac #p;/l/disk1/awstebas/data/TTS/speaker-adriana/riqueza_fonetica/wav22/riqueza_fonetica0150.wav;adriana;neutro
#p tt 'eh rx ac ss 'oh rr oo rf bb ee ll 'en dd uc ff rd an ss 'ii ss kk uc ff on ss 'ee kk ac mm aa rr an nh 'an wn #c ss in gg aa pp 'uu rr ac #p;/l/disk1/awstebas/data/TTS/speaker-adriana/enderecos/wav22/enderecos0299.wav;adriana;neutro
#p kk on 'ii 'oo uw kk on 'ii pp ss ic ll on #q;/l/disk1/awstebas/data/TTS/speaker-adriana/callcenter/wav22/callcenter0285.wav;adriana;neutro
#p dd ee ss kk 'uu uw pp ic #c nn 'an wn kk on ss ee gg 'ii vv aa ll ii dd 'aa rr uc ss 'ee uw ss 'ee pp 'ee 'eh ff ic #p;/l/disk1/awstebas/data/TTS/speaker-adriana/teste_modulos_canada/wav22/pg_demoPrioritario0078.wav;adriana;neutro
#p dd ee ss kk 'uu uw pp ac nn 'an wn en tt en dz 'ii uc kk ic vv oo ss 'ee dz 'ii ss ic #p;/l/disk1/awstebas/data/TTS/speaker-adriana/teste_modulos_canada/wav22/pg_demoKami_v20240.wav;adriana;neutro
#p 'an nn ac kk rd ii ss ts 'ii nn ac gg on ss 'aa uw vv ic zz dd ac ss 'ii uw vv ac #p;/l/disk1/awstebas/data/TTS/speaker-adriana/nomes/wav22/nomes0059.wav;adriana;neutro
#p nn 'an wn tt 'en mm 'aa ij zz nn in gg 'en ff ee rr 'ii dd uc pp oo rr aa kk 'ii #p;/l/disk1/awstebas/data/TTS/speaker-adriana/riqueza_fonetica/wav22/riqueza_fonetica1142.wav;adriana;neutro
#p mm 'ee zz mm uc aa ss 'in #p;/l/disk1/awstebas/data/TTS/speaker-adriana/ibm_tim/wav22/ibm_tim0222.wav;adriana;neutro
#p 'ee uw nn 'an wn oo uw vv 'ii ss 'uu ac rx ee ss pp 'oh ss tt ac #p en tt 'an wn vv 'oo uw rx ee pp ee ts 'ii rf #k;/l/disk1/awstebas/data/TTS/speaker-adriana/avm_custom/wav22/avm_custom0063.wav;adriana;neutro
#p dz ic kk ll 'aa uw dz ic uw pp 'aa rr ac kk ll 'aa uw dz ic uw #c pp oo rf kk ll 'aa uw dz ic uw #p;/l/disk1/awstebas/data/TTS/speaker-adriana/nomes_freq/wav22/nomes_freq0048.wav;adriana;neutro
#p pp 'aa uw ll uc en rx 'ii kk ic dd ac ss 'ii uw vv ac #p;/l/disk1/awstebas/data/TTS/speaker-adriana/nomes/wav22/nomes0090.wav;adriana;neutro
#p bb ee ij rr 'uu ts ic #c zh ee kk ii 'eh #p;/l/disk1/awstebas/data/TTS/speaker-adriana/enderecos/wav22/enderecos0272.wav;adriana;neutro
#p aa vv ee nn 'ii dd ac ee uw zz 'eh bb ic uw mm aa tt 'oo zz uc #c ss 'an tt uc 'an zh ee ll uc #p;/l/disk1/awstebas/data/TTS/speaker-adriana/enderecos/wav22/enderecos0241.wav;adriana;neutro
#p 'ee uw vv 'oo uw nn 'uu mm ac ll 'an rx 'aa uw ss #p;/l/disk1/awstebas/data/TTS/speaker-adriana/callcenter/wav22/callcenter0328.wav;adriana;neutro
#p in ff 'oo rf mm uc kk ic 'eh ss tt ac ll ii gg aa ss 'an wn ee ss tt 'aa ss 'en dd uc gg rd aa vv 'aa dd ac #p;/l/disk1/awstebas/data/TTS/speaker-adriana/teste_modulos_canada/wav22/pg_demoPrioritario0009.wav;adriana;neutro
#p ac mm ee dz 'ii dd ac aa tt uu 'aa uw ff 'oo ij rx ee tt oo mm 'aa dd ac dd ee vv 'ii dd uc 'aa uw ss 'ee uw tt rd aa bb 'aa lh uc nn ac zh uu ss ts 'ii ss ac ee ll ee ij tt oo rr 'aa uw #p;/l/disk1/awstebas/data/TTS/speaker-adriana/riqueza_fonetica/wav22/riqueza_fonetica2043.wav;adriana;neutro
#p uc vv ee 'ii kk uc ll uc ss ic en kk 'on tt rd ac en kk uw 'aa uw en dd ee rr 'ee ss uc #q;/l/disk1/awstebas/data/TTS/speaker-adriana/atendimento/wav22/atendimento0275.wav;adriana;neutro
#p ll ee ij tt 'oo rf dz ic un dz ii ss kk 'uu rf ss uc aa ff ii rf mm 'oo uw kk ic ee rx 'oo uw ac in ff oo rf mm aa ss 'an wn #p;/l/disk1/awstebas/data/TTS/speaker-adriana/riqueza_fonetica/wav22/riqueza_fonetica2119.wav;adriana;neutro
#p dd ac aa nh an gg uw 'eh rr ac pp 'aa rr ac ac aa nh an gg uw 'eh rr ac #c uc aa ll 'uu nn uc dd ac aa nh an gg uw 'eh rr ac #p;/l/disk1/awstebas/data/TTS/speaker-adriana/pg_generico/wav22/pg_generico0074.wav;adriana;neutro
#p 'oh ts ic mm ac oo pp oo rf tt uu nn ii dd 'aa dz ic #p;/l/disk1/awstebas/data/TTS/speaker-adriana/pg_generico/wav22/pg_generico0224.wav;adriana;neutro
#p un pp aa kk 'oh ts ic dd ac 'oo nn uc #c pp ee dz 'in dd uc kk 'aa uw mm ac nn 'eh ss ac 'oh rr ac #p;/l/disk1/awstebas/data/TTS/speaker-adriana/riqueza_fonetica/wav22/riqueza_fonetica0795.wav;adriana;neutro
#p 'oo zh ic 'eh #k 'an nn uc nn 'oo vv uc #p;/l/disk1/awstebas/data/TTS/speaker-adriana/comemorativas/wav22/comemorativas0001.wav;adriana;neutro
#p nn ee gg oo ss 'ii ij aa ss ee ss 'an dd uc pp oo rf tt 'aa uw dd uc aa ll 'uu nn uc ic rx ee gg uu ll aa rr 'ii zz ic ss 'uu ac ss ii tt uu aa ss 'an wn kk on ac ee ss kk 'oh ll ac #p;/l/disk1/awstebas/data/TTS/speaker-adriana/pg_generico/wav22/pg_generico0255.wav;adriana;neutro
#p ac en tt rd 'eh gg ac dd uc ss tt rd aa bb 'aa lh uc ss pp 'aa rr ac uc zh 'uu rr ic ss uu pp 'eh rr ac ac dd ee mm 'an dd ac #p;/l/disk1/awstebas/data/TTS/speaker-adriana/riqueza_fonetica/wav22/riqueza_fonetica1470.wav;adriana;neutro
#p kk ic 'oh rr ac dd ac ss 'ee ss tt ac #q;/l/disk1/awstebas/data/TTS/speaker-adriana/marketing_cpqd/wav22/marketing_cpqd0025.wav;adriana;neutro
#p dz 'ii ac dd ac in dd ee pp en dd 'en ss ij ac dd uc bb rd aa zz 'ii uw #p;/l/disk1/awstebas/data/TTS/speaker-adriana/comemorativas/wav22/comemorativas0021.wav;adriana;neutro
#p 'ee ss ic mm 'oo lh uc ic 'eh ss ac mm an tt 'ee ij gg ac ff 'oo ij nn un 'oo uw tt rd uc mm ee rf kk 'aa dd uc #p;/l/disk1/awstebas/data/TTS/speaker-adriana/callcenter/wav22/callcenter0591.wav;adriana;neutro
#p ss 'ee 'eh rx ic vv 'ee zh 'ee #c 'oo 'ee tt 'ee 'ee mm ic #p;/l/disk1/awstebas/data/TTS/speaker-adriana/siglas/wav22/siglas0285.wav;adriana;neutro
#p uc ss 'ee uw dd 'ee dd 'ee dd 'ee 'eh 'on zz ic #p uc tt ee ll ee ff 'oo nn ic kk ic vv oo ss 'ee mm ic in ff oo rf mm 'oo uw tt 'en uc mm 'ee zz mm uc dd 'ee dd 'ee dd 'ee kk ic uc ss 'ee uw #q;/l/disk1/awstebas/data/TTS/speaker-adriana/teste_modulos_canada/wav22/pg_demoKami_v20250.wav;adriana;neutro
#p kk 'aa zz ac 'oo uw nn 'an wn kk 'aa zz ac #q;/l/disk1/awstebas/data/TTS/speaker-adriana/interrogativas/wav22/interrogativas0386.wav;adriana;neutro
#p dz 'ii ac dz ic nn 'oh ss ac ss en nh 'oh rr ac dd ac kk on ss ee ij ss 'an wn #p;/l/disk1/awstebas/data/TTS/speaker-adriana/comemorativas/wav22/comemorativas0027.wav;adriana;neutro
#p ac un pp 'aa ss uc dd ac oo mm ee nn 'aa zh en kk on ac nn aa ss 'an wn aa uw vv ii vv 'ee rf dz ic #p;/l/disk1/awstebas/data/TTS/speaker-adriana/riqueza_fonetica/wav22/riqueza_fonetica1613.wav;adriana;neutro
#p en tt 'an wn ss 'oh ll en bb rd 'an dd uc #c ee ss tt 'an mm uc zz en vv ii 'an dd uc uc 'eh ss ic 'ee mm ic 'eh ss ic ss 'oo bb rd ic ss 'uu ac nn 'oh vv ac nn ee gg oo ss ii aa ss 'an wn #c dd uc kk on tt rd 'aa tt uc dz ic ff ii nn 'aa uw #k;/l/disk1/awstebas/data/TTS/speaker-adriana/robbu/wav22/robbu0075.wav;adriana;neutro
#p uc mm 'aa ij zz in pp oo rf tt 'an ts ic 'eh kk un pp rd 'ii rr ac 'oh rf dd en dd ac gg uw 'aa rf dd ac ss ii vv 'ii uw mm ee tt rd oo pp oo ll ii tt 'an nn ac #p;/l/disk1/awstebas/data/TTS/speaker-adriana/riqueza_fonetica/wav22/riqueza_fonetica0579.wav;adriana;neutro
#p 'aa rr ee ac oo rr 'aa ss ic uw zh oo bb 'in #c dz 'ii kk ic 'un #p;/l/disk1/awstebas/data/TTS/speaker-adriana/enderecos/wav22/enderecos0317.wav;adriana;neutro
#p nn ac kk aa pp ii tt 'aa uw #c nn uc 'an nn uc an tt ee rr ii 'oo rf #c 'oo uw vv ic aa uw mm 'en tt uc dz ic ss 'ee rf kk ac dz ic kk uw 'aa tt rd uc nn oo ts 'ii ss ij ac zz ac mm 'aa ij ss pp oo rf dz 'ii ac #p;/l/disk1/awstebas/data/TTS/speaker-adriana/freqpalavras/wav22/freqpalavras0231.wav;adriana;neutro
#p 'un mm mm #p in ff ee ll ii zz mm 'en ts ic ee ss tt 'an mm uc zz ll oo tt 'aa dd uc zz nn 'ee ss ts ic dz 'ii ac #p;/l/disk1/awstebas/data/TTS/speaker-adriana/marketing_cpqd/wav22/marketing_cpqd0003.wav;adriana;neutro
#p tt 'oo dd uc zz uc zz ll uu gg 'aa rr ic ss #p;/l/disk1/awstebas/data/TTS/speaker-adriana/callcenter/wav22/callcenter0777.wav;adriana;neutro
#p kk uw 'an dd uc vv 'ii rr uc ss kk 'aa rx uc ss #c nn ac mm 'an wn dz ic 'oh bb rd ac #c vv 'aa ij oo dz ii 'aa rf #p;/l/disk1/awstebas/data/TTS/speaker-adriana/riqueza_fonetica/wav22/riqueza_fonetica1217.wav;adriana;neutro
#p oo bb rd ii gg 'aa dd ac ic aa tt 'eh ll 'oh gg uc #p;/l/disk1/awstebas/data/TTS/speaker-adriana/teste_modulos_canada/wav22/pg_demoPrioritario0047.wav;adriana;neutro
#p uc ss ff un ss ii oo nn 'aa rr ic uw ss kk ic ee ss tt 'an wn nn ac kk aa pp ii tt 'aa uw pp aa uw ll 'ii ss tt ac #c 'aa uw tt 'oo dd uc #c kk 'eh rr en uc aa uw mm 'en tt uc dd 'ee ss ts ic 'an nn uc #p;/l/disk1/awstebas/data/TTS/speaker-adriana/freqpalavras/wav22/freqpalavras0094.wav;adriana;neutro
#p dd aa nn ii 'eh uw #q;/l/disk1/awstebas/data/TTS/speaker-adriana/nomes_int/wav22/nomes_int0008.wav;adriana;neutro
#p rx ee pp rd ee zz en tt 'an ts ic dd 'aa #k;/l/disk1/awstebas/data/TTS/speaker-adriana/robbu/wav22/robbu0120.wav;adriana;neutro
#p oo rf ll 'an dd uc #p;/l/disk1/awstebas/data/TTS/speaker-adriana/enderecos/wav22/enderecos0338.wav;adriana;neutro
#p 'ee mm ic #c 'ee nn ic #c 'oo #p;/l/disk1/awstebas/data/TTS/speaker-adriana/siglas/wav22/siglas0014.wav;adriana;neutro
#p aa rf nn 'aa uw dd uc #q;/l/disk1/awstebas/data/TTS/speaker-adriana/nomes_int/wav22/nomes_int0192.wav;adriana;neutro
#p ss ic uu zz 'aa rf rx ee kk 'uu rf ss uc zz dd uc 'eh ff ic zh 'ee tt 'ee 'eh ss ic #c kk on ss 'uu uw ts ic ac zz rx 'eh gg rd ac zz vv ii zh 'en ts ic ss #p;/l/disk1/awstebas/data/TTS/speaker-adriana/bradesco_bia/wav22/bradesco_bia0017.wav;adriana;neutro
#p dz ic vv ee rr 'oo nn ic kk ac pp 'aa rr ac vv ee rr 'oo nn ic kk ac #c kk on vv ee rr 'oo nn ic kk ac #p;/l/disk1/awstebas/data/TTS/speaker-adriana/nomes_freq/wav22/nomes_freq0146.wav;adriana;neutro
#p bb 'oo ac nn 'oo ij ts ic #c tt 'uu dd uc bb 'en #q;/l/disk1/awstebas/data/TTS/speaker-adriana/pg_meucartao/wav22/pg_meucartao0004.wav;adriana;neutro
#p dz ic rx oo zh 'eh rr ic uw pp 'aa rr ac rx oo zh 'eh rr ic uw #c pp oo rf rx oo zh 'eh rr ic uw #p;/l/disk1/awstebas/data/TTS/speaker-adriana/nomes_freq/wav22/nomes_freq0057.wav;adriana;neutro
#p ac 'aa gg uw ac pp 'ee ll uc kk aa mm 'in nh uc pp rd oo vv oo kk 'oo uw kk on zh ee ss ts ii oo nn aa mm 'en tt uc #c kk on vv ee 'ii kk uc ll uc zz en vv oo uw vv 'ii dd uc zz en aa ss ii dd 'en ts ic #p;/l/disk1/awstebas/data/TTS/speaker-adriana/riqueza_fonetica/wav22/riqueza_fonetica1725.wav;adriana;neutro
#p pp 'aa rr ac pp aa gg aa mm 'en tt uc 'aa vv 'ii ss tt ac uc vv aa ll 'oo rf ff 'ii kk ac kk 'in zz ic rx ee 'aa ij ss #p;/l/disk1/awstebas/data/TTS/speaker-adriana/teste_modulos_canada/wav22/pg_demoKami_v20264.wav;adriana;neutro
#p bb aa gg dd 'aa #c kk aa ss tt eh ll 'in nh uc #p;/l/disk1/awstebas/data/TTS/speaker-adriana/enderecos/wav22/enderecos0284.wav;adriana;neutro
#p nn aa vv 'eh gg ic nn uc pp oo rf tt 'aa uw dd uc aa ll 'uu nn uc 'eh ll ic 'eh ff ic zh 'ee ic ee vv 'ii ts ic uc en vv 'ii uw dz ic ss 'ee uw dd 'eh bb ic tt uc pp 'aa rr ac kk aa rf tt 'oh rr ic uw #p;/l/disk1/awstebas/data/TTS/speaker-adriana/pg_generico/wav22/pg_generico0165.wav;adriana;neutro
#p uc dd 'ee pp 'ee vv 'aa ts ic 'eh un ss ee gg 'uu rr uc oo bb rd ii gg aa tt 'oh rr ic uw #p;/l/disk1/awstebas/data/TTS/speaker-adriana/sulamerica_auto/wav22/sulamerica_auto0022.wav;adriana;neutro
#p en mm aa tt 'eh rr ij ac dz ic ss ee gg 'uu rr uc ss #c 'eh ss 'en pp rd ic bb 'on ee ss tt 'aa rf pp rd ee pp aa rr 'aa dd uc pp 'aa rr ac tt 'uu dd uc 'an ts ic ss kk ic ss 'ee uw kk 'aa zz uc ff 'ii kk ic ff aa mm 'oo zz uc nn uc ii uw tt 'uu bb ic #p;/l/disk1/awstebas/data/TTS/speaker-adriana/sulamerica_auto/wav22/sulamerica_auto0012.wav;adriana;neutro
#p oo bb rd ii gg 'aa dd uc #e;/l/disk1/awstebas/data/TTS/speaker-adriana/emocao/wav22/emocao0097.wav;adriana;neutro
#p 'en tt rd ic nn uc nn 'oh ss uc ss 'aa ij ts ic #c 'eh mm 'un in tt uc ff 'aa ss ic uw #p;/l/disk1/awstebas/data/TTS/speaker-adriana/sulamerica_saude/wav22/sulamerica_saude0032.wav;adriana;neutro
#p uc ff 'aa tt uc 'eh kk ic rx ee nn 'an 'eh ss 'oh uc zh uu 'ii zz dd ac aa uw dz ii 'en ss ij ac #p;/l/disk1/awstebas/data/TTS/speaker-adriana/riqueza_fonetica/wav22/riqueza_fonetica0480.wav;adriana;neutro
#p aa dz 'ii uw ss on kk 'oo uw tt uc ss ee rf kk 'ee ij rr ac #p;/l/disk1/awstebas/data/TTS/speaker-adriana/nomes/wav22/nomes0394.wav;adriana;neutro
#p ee ss tt 'oo uw ac ss ee rf vv 'ii ss uc aa kk 'ii nn uc pp aa rr aa gg uw 'aa ij #p;/l/disk1/awstebas/data/TTS/speaker-adriana/riqueza_fonetica/wav22/riqueza_fonetica2244.wav;adriana;neutro
#p nn ii kk 'oh ll ic ll ee ij tt 'an wn ff rd ee gg oo nn 'eh zz ic #p;/l/disk1/awstebas/data/TTS/speaker-adriana/nomes/wav22/nomes0493.wav;adriana;neutro
#p 'eh ll ic 'ii 'oo #c 'ee nn ic 'oo kk 'ee #p;/l/disk1/awstebas/data/TTS/speaker-adriana/siglas/wav22/siglas0215.wav;adriana;neutro
#p uc zz nn 'uu mm ee rr uc zz nn 'an wn ee ss tt 'an wn kk on ff ee rr 'in dd uc #p;/l/disk1/awstebas/data/TTS/speaker-adriana/pg_localcred/wav22/pg_localcred0035.wav;adriana;neutro
#p oo bb rd ii gg 'aa dd ac pp 'ee ll uc ss 'ee uw kk on tt 'aa tt uc #e;/l/disk1/awstebas/data/TTS/speaker-adriana/pg_meucartao/wav22/pg_meucartao0145.wav;adriana;neutro
#p 'oh zz ll uc #c bb oo tt uu kk aa tt 'uu #p;/l/disk1/awstebas/data/TTS/speaker-adriana/enderecos/wav22/enderecos0261.wav;adriana;neutro
#p dz ii zh 'ii ts ic uc ss tt rd 'ee ss pp rd ii mm 'ee ij rr uc zz dz 'ii zh ic tt uc zz dd uc ss 'ee pp 'ee 'eh ff ic dd uc ts ii tt uu ll 'aa rf #p;/l/disk1/awstebas/data/TTS/speaker-adriana/pg_demoKami_v2/wav22/pg_demoKami_v20259.wav;adriana;neutro
#p kk on tt rd 'oh ll ac ac mm ee ll oo dz 'ii ac ic uc rx 'ii ts mm uc dd ac vv 'oh ss ss in tt ee ts ii zz 'aa dd ac #c mm ee lh oo rr 'an dd uc ac ss 'uu ac in tt ee ll ii zh ii bb ii ll ii dd 'aa dz ic ic nn aa tt uu rr aa ll ii dd 'aa dz ic #p;/l/disk1/awstebas/data/TTS/speaker-adriana/textofala/wav22/textofala0018.wav;adriana;neutro
#p dd ee ss kk 'uu uw pp ac ac dd ee mm 'oh rr ac #p;/l/disk1/awstebas/data/TTS/speaker-adriana/callcenter/wav22/callcenter0081.wav;adriana;neutro
#p ts 'aa uw #e;/l/disk1/awstebas/data/TTS/speaker-adriana/teste_modulos_canada/wav22/pg_demoKami_v20005.wav;adriana;neutro
#p kk 'oo mm uc dd ee zz en vv oo uw vv 'ee rf pp oo tt en ss ii 'aa ij ss #q;/l/disk1/awstebas/data/TTS/speaker-adriana/interrogativas/wav22/interrogativas0301.wav;adriana;neutro
#p vv 'aa ij ss oo bb rd 'aa rf pp oo rf kk 'ee 'ee uw ts ii rr 'ee ij #p;/l/disk1/awstebas/data/TTS/speaker-adriana/callcenter/wav22/callcenter0745.wav;adriana;neutro
