phonetic_transcription;wav_path;speaker;style
#p pp 'aa rr ac aa pp ll ii kk aa ss 'on jn zz dz ic vv oo kk aa bb uu ll 'aa rr ic uw rx ee ss tt rd 'ii tt uc #c pp rd oo dd 'uu ss ff 'aa ll ac ss in tt ee ts ii zz 'aa dd ac kk on 'aa uw tt ac nn aa tt uu rr aa ll ii dd 'aa dz ic #s ss 'en dd uc vv ii rf tt uu aa uw mm 'en ts ic in dz ii ss ts in gg 'ii vv ee uw dd ac ff 'aa ll ac nn aa tt uu rr 'aa uw #p;/l/disk1/awstebas/data/TTS/speaker-carlos/textofala/wav22/textofala0033.wav;carlos;neutro
#p gg oo ss tt aa rr 'ii ac dz ic ss oo ll ii ss ii tt 'aa rr ac ss ee gg 'un dd ac vv 'ii ac dz ic aa uw gg 'uu mm ac 'oo uw tt rd ac ff aa tt 'uu rr ac en aa bb 'eh rf tt uc #q;/l/disk1/awstebas/data/TTS/speaker-carlos/aec_old/wav22/aec_old0030.wav;carlos;neutro
#p ss 'oo uw dd ac oo pp ee rr aa dd 'oo rr ac vv 'ii vv uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0090.wav;carlos;neutro
#p ss ic kk ii zz 'eh rr 'ee uw aa gg uw 'aa rf dd uc vv oo ss 'ee bb uu ss kk 'aa rr uc ss 'ee uw 'eh rx ic zh 'ee #p;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0194.wav;carlos;neutro
#p nn 'un kk ac 'uu zz ic uc sh 'eh kk ic ee ss pp ee ss ii 'aa uw pp 'aa rr ac pp aa gg 'aa rf dz 'ii vv ic dd ac zz dd ee kk oo rx 'en ts ic zz dz ic 'oo uw tt rd uc ss ff ii nn an ss ii aa mm 'en tt uc ss #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1791.wav;carlos;neutro
#p vv oo ss 'ee 'eh #c 'oo uw kk on nh 'eh ss ic ff uu ll 'an nn uc #q;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0227.wav;carlos;neutro
#p kk oo ss tt uu mm 'aa vv ac zh oo gg 'aa rr ac kk 'uu uw pp ac en oo ll ii vv 'ee ij rr ac #c kk 'oo mm uc uc zz rx ee bb 'eh uw dz ic ss #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0576.wav;carlos;neutro
#p aa ll ee sh 'an dd rd ic aa dz mm ii ts 'ii uw uc kk on ss 'uu mm uc dz ic dd rd 'oh gg ac ss #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0342.wav;carlos;neutro
#p mm 'un in tt uc zz mm ii nn 'uu tt uc ss pp rd ac ff aa ll 'aa rf #q;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0029.wav;carlos;neutro
#p kk on ts ii nn 'uu ac uc in ss 'en dz ic uw oo kk aa zz ii oo nn 'aa dd uc nn uc pp 'aa uw kk uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1663.wav;carlos;neutro
#p 'oh ts ic mm uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/neutro/wav22/neutro0015.wav;carlos;neutro
#p ss ic kk ii zz 'eh rf pp en ss 'aa rr un pp 'oo uw kk uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0193.wav;carlos;neutro
#p aa gg 'oh rr ac vv 'an mm uc ss pp rd ac pp 'aa rf ts ic bb uu rr oo kk rd 'aa ts ic kk ac nn 'eh #q;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0221.wav;carlos;neutro
#p aa dd 'ee uw ss #p;/l/disk1/awstebas/data/TTS/speaker-carlos/neutro/wav22/neutro0033.wav;carlos;neutro
#p ac kk rd 'ii ts ic kk ac zh 'aa tt 'en vv 'ii ss tt uc ac ss 'uu ac 'oh bb rd ac kk on bb 'on zz 'oh lh uc ss #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0759.wav;carlos;neutro
#p ii mm aa zh 'ii nn ic uc zz aa bb 'uu zz uc zz dd uu rr 'an ts ic ac aa bb ee rf tt 'uu rr ac dd ac kk 'oh pp ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0131.wav;carlos;neutro
#p en vv ii 'an dd uc nn oo ts 'ii ss ij ac ss #c pp oo rf tt ee ll ee ff 'oo nn ic #c 'aa uw 'oh rf gg an wn #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1022.wav;carlos;neutro
#p uc vv oo ll 'uu mm ic dz ic kk 'aa rx uc zz nn ac rx oo dd oo vv 'ii ac kk aa ss tt 'eh ll uc bb rd 'an kk uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0044.wav;carlos;neutro
#p uc ll 'ii vv rd uc dd uc tt uu kk 'an nn uc 'eh rr ac un in ss en ts 'ii vv uc pp 'aa rr ac kk ic ac ss kk rd ii 'an ss ac zz ll 'ee ij an wn mm 'aa ij ss #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1287.wav;carlos;neutro
#p nn 'an wn kk on pp rd ee en dz 'ii uc kk ic vv oo ss 'ee kk 'ii zz dz ii zz 'ee rf #p;/l/disk1/awstebas/data/TTS/speaker-carlos/aec_old/wav22/aec_old0033.wav;carlos;neutro
#p rx oo uw bb 'aa rf ss en bb aa rr 'uu lh uc 'oo uw kk uw aa dd rd 'ii lh ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0110.wav;carlos;neutro
#p tt an bb 'en nn 'an wn ee ss tt 'aa ee ss kk ll uu 'ii dd ac ac ii pp 'oh tt ee zz ic dd ac ss ee ll ee ss 'an wn vv ii aa zh 'aa rf pp 'aa rr ac ac aa uw ss tt rd 'aa ll ij ac ss en rx oo nn aa uw dz 'in nh uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0578.wav;carlos;neutro
#p pp 'aa rr ac 'eh ss ac ee mm ii ss 'oo rr ac #c nn en nh 'uu mm ac ll ii gg aa ss 'an wn vv aa ll 'ee uw ac mm oo 'eh dd ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0658.wav;carlos;neutro
#p 'ee ll ic aa ll ee rf tt 'oo uw tt 'oo dd ac ac aa vv ee nn 'ii dd ac pp aa uw ll 'ii ss tt ac en dd ee zz 'en bb rd uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0847.wav;carlos;neutro
#p uc zz in gg rd 'eh ss uc ss kk 'uu ss tt an wn pp 'oo uw kk uc zz dd 'oh ll ac rr ic zz aa tt 'eh aa bb rd 'ii uw #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0041.wav;carlos;neutro
#p 'oo pp ac #s en tt 'an wn 'ee uw aa gg uw 'aa rf dd uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0362.wav;carlos;neutro
#p aa 'ii en bb aa rr uu ee rr 'ii #c 'aa uw kk ic mm in in kk ll 'uu ij ii nn 'aa ss ic uw #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0794.wav;carlos;neutro
#p bb 'oo ac nn 'oo ij ts ic #e;/l/disk1/awstebas/data/TTS/speaker-carlos/flex_contact/wav22/flex_contact0004.wav;carlos;neutro
#p kk on kk ic uc zz rx 'eh uw ss tt 'en ss ee rf tt 'ee zz ac dd uc rx 'ii ss kk uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1012.wav;carlos;neutro
#p 'ii bb 'ee zh 'ee 'eh ff 'aa ll ac dz ic kk uw an ts ii dd 'aa dz ic dz ic 'oh mm en zz nn ac ss aa 'uu dz ic #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0791.wav;carlos;neutro
#p ii dd 'oh zz uc ss ss ic uu ts ii ll 'ii zz an wn dd ac bb 'an dd ac ll 'aa rf gg ac ll 'ii vv rd ic #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0003.wav;carlos;neutro
#p nn uc ee ss pp 'aa ss uc ee uw rr oo pp 'ee uw #c aa tt 'eh ac pp 'on ts ic dd ac kk oo rx 'ii dd ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1286.wav;carlos;neutro
#p dz ic zh ee rr 'aa uw dd uc pp 'aa rr ac zh ee rr 'aa uw dd uc #c kk on zh ee rr 'aa uw dd uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/nomes_freq/wav22/nomes_freq0095.wav;carlos;neutro
#p ss ee rr 'aa kk ic 'ee uw en tt en dz 'ii #q;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0211.wav;carlos;neutro
#p mm 'oh ss tt rd an wn kk ic uc zh ee nn ee rr 'aa uw rx ee dd 'uu zz uc ee ss tt rd 'eh ss ic #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0853.wav;carlos;neutro
#p dz ic mm aa rr 'ii ac pp 'aa rr ac mm aa rr 'ii ac #c kk on mm aa rr 'ii ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/nomes_freq/wav22/nomes_freq0001.wav;carlos;neutro
#p ss 'ee uw ss kk 'aa zz uc zz dd 'eh vv en tt 'ee rf ff 'ee ij tt uc ii ss tt 'oh rr ij ac nn uc ii nn 'ii ss ic uw dd uc 'an nn uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1738.wav;carlos;neutro
#p 'eh ll ac ss ss 'an wn mm 'ii kk rd uc ic pp ee kk 'ee nn ac zz en pp rd 'ee zz ac zz dd uc pp aa rr aa nn 'aa #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1694.wav;carlos;neutro
#p ll en bb rd 'oo uw dd uc dz ii 'aa ll oo gg uc kk on ac aa tt uu 'aa uw zh ee ss tt 'an wn #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0209.wav;carlos;neutro
#p kk on dd 'ee nn ac uc 'uu zz uc ee zz aa zh ee rr 'aa dd uc dz ic vv ii tt aa mm 'ii nn ac ss #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1282.wav;carlos;neutro
#p vv oo ss 'ee pp 'oh dz ic rx ee ff oo rf mm uu ll 'aa rr ac ff rd 'aa zz ic #q;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0164.wav;carlos;neutro
#p ac mm uu dd 'an ss ac 'eh nn ac pp 'ii ss tt ac ee ss pp rd 'eh ss ac #c pp 'oo ij zz ac zz dd ee mm 'aa ij zz 'aa rr ee ac zz dd 'uu rr an wn mm 'aa ij zz dz ic ss 'in kk uc 'an nn uc ss #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1673.wav;carlos;neutro
#p un oo rr ii zz 'on ts ic tt 'ee vv ic ii nn 'ii ss ic uw nn 'ee ss ts ic ss ee mm 'eh ss tt rd ic #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1474.wav;carlos;neutro
#p oo uw tt 'uu bb rd uc dz ic dd 'oo ij zz mm 'ii uw #q;/l/disk1/awstebas/data/TTS/speaker-carlos/aec_old/wav22/aec_old0090.wav;carlos;neutro
#p ll 'ii gg uc en 'oo uw tt rd uc mm oo mm 'en tt uc #p oo bb rd ii gg 'aa dd uc #e;/l/disk1/awstebas/data/TTS/speaker-carlos/flex_contact/wav22/flex_contact0063.wav;carlos;neutro
#p oo ll 'aa tt 'an nn ij ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/aec_old/wav22/aec_old0166.wav;carlos;neutro
#p vv 'oh uw tt ac 'aa uw mm aa rr aa kk an nn 'an #c kk on uc sh aa mm 'aa dd uc dd uc zz aa tt ll 'eh tt ac ss #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1360.wav;carlos;neutro
#p dz ic bb ee nn ee dz 'ii tt ac pp 'aa rr ac bb ee nn ee dz 'ii tt ac #c kk on bb ee nn ee dz 'ii tt ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/nomes_freq/wav22/nomes_freq0165.wav;carlos;neutro
#p tt rd 'oh kk ac dz ic oo ff 'eh rf tt ac aa tt rd aa pp 'aa lh ac ac oo ff 'eh rf tt ac ee kk oo nn 'oo mm ic kk ac #c ss en ts 'ii uw ac oo pp oo zz ii ss 'an wn #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0067.wav;carlos;neutro
#p mm 'aa ij zz aa dz ii 'an ts ic #c nn uc ll 'ii vv rd uc kk 'aa ij sh ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1775.wav;carlos;neutro
#p pp rd oo mm oo vv 'ii dd ac pp 'ee ll ac dz ii rr ee ss 'an wn dd ac ll ii vv rd aa rr 'ii ac kk uu uw tt 'uu rr ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1610.wav;carlos;neutro
#p oo lh 'aa rf zh 'oh rf zh ic nn ac zh ee ss tt 'an wn tt 'en ss 'ii dd uc uc mm ee lh 'oh rf #c aa kk rd ee ss en tt 'oo uw #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0571.wav;carlos;neutro
#p tt 'uu dd uc bb 'en en tt 'an wn #p;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0204.wav;carlos;neutro
#p un pp ll ee nn 'aa rr ic uw aa vv aa ll ii 'oo uw ac zz oo pp ss 'on jn zz dd uc pp rd 'ee zz uc nn uc ss 'aa bb ac dd uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1100.wav;carlos;neutro
#p ff 'uu gg ac dd ac mm uu lh 'eh rr ic dz ic ss 'ee uw ss kk oo ll 'eh gg ac ss pp 'aa rr ac in tt ee rf ll 'aa gg uc ss #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1291.wav;carlos;neutro
#p dz ic mm aa rf gg aa rr 'eh ts ic pp 'aa rr ac mm aa rf gg aa rr 'eh ts ic #c kk on mm aa rf gg aa rr 'eh ts ic #p;/l/disk1/awstebas/data/TTS/speaker-carlos/nomes_freq/wav22/nomes_freq0196.wav;carlos;neutro
#p nn 'an wn sh oo rr 'oo uw ss ee kk 'eh rr 'aa uw oo lh 'aa rr ac zz 'aa rr ee ac zz dd uc zz dd ee zz ll ii zz aa mm 'en tt uc zz dz ic tt 'eh rx ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1380.wav;carlos;neutro
#p un pp 'on tt uc pp ee rf ss en tt uu 'aa uw #c ic uc zz rx ee bb 'eh uw dz ic zz 'en tt rd an wn en sh 'oh kk ic nn ac pp rd 'aa ss ac dd ac bb an dd 'ee ij rr ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0412.wav;carlos;neutro
#p aa gg uw 'aa rf dz ic en ll 'in nh ac pp 'aa rr ac ff aa ll 'aa rf kk on nn 'oh ss uc ee ss pp ee ss ii aa ll 'ii ss tt ac #p oo bb rd ii gg 'aa dd uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/flex_contact/wav22/flex_contact0022.wav;carlos;neutro
#p dd 'oo ij zz mm 'ii uw ic tt rd 'in tt ac ic 'un #q;/l/disk1/awstebas/data/TTS/speaker-carlos/aec_old/wav22/aec_old0113.wav;carlos;neutro
#p kk ic dz 'ii ac ic 'oh rr ac pp 'oh ss uc ts ic ll ii gg 'aa rf #q;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0061.wav;carlos;neutro
#p 'ee ij #e;/l/disk1/awstebas/data/TTS/speaker-carlos/emocao/wav22/emocao0059.wav;carlos;neutro
#p oo ll 'aa ss 'oo nn ij ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/aec/wav22/aec0163.wav;carlos;neutro
#p 'ee ll ic oo bb ee dd 'eh ss ic 'aa uw pp aa ll 'aa ss ic uw rx 'ii uw bb rd 'an kk uc #c nn ac mm an nh 'an dd 'ee ss ts ic dz 'ii ac 'oo ij tt uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1184.wav;carlos;neutro
#p un in ss tt rd uu mm 'en tt uc kk ic 'eh ac pp rd 'oh vv ac dz ic ts ii rr oo tt 'ee ij uw #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0601.wav;carlos;neutro
#p pp 'aa rr ac uu zz 'aa rf tt an bb 'en uc mm oo dd 'ee ll uc ll an ss 'aa dd uc pp rd ii mm 'ee ij rr uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1416.wav;carlos;neutro
#p uc pp aa pp 'eh uw dz ic kk oo oo rf dd ee nn aa dd 'oo rf dd uc 'ii bb 'ee zh 'ee 'eh dd ee ss pp 'en dz ic mm 'un in tt ac aa tt en ss 'an wn #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1088.wav;carlos;neutro
#p 'ee ll ic 'eh un vv 'eh lh uc kk ic dd 'ee uw ac vv 'oh uw tt ac pp oo rf ss 'ii mm ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1451.wav;carlos;neutro
#p kk 'oo mm uc 'ee uw ff aa ll 'ee ij #c vv oo ss 'ee nn 'an wn ff 'ii kk ac ff ii dd ee ll ii zz 'aa dd uc ic pp 'oh dz ic dd ee ij sh 'aa rf dz ic ss 'ee rf ts 'in pp 'oh zz ac kk uw aa uw kk 'eh rf mm oo mm 'en tt uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0214.wav;carlos;neutro
#p pp oo rf ff aa vv 'oo rf mm ic dz 'ii gg ac uc ss 'ee uw ss 'ee pp 'ee 'eh ff ic #p;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0291.wav;carlos;neutro
#p in tt ee ll ii zh 'en ss ij ac nn en nh 'uu mm ac 'eh ee kk ii vv aa ll 'en ts ic 'aa dd uc aa ll ee mm 'an wn #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0594.wav;carlos;neutro
#p ac kk ll 'aa rr uc 'eh ac pp rd 'oh ss ic mm ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0137.wav;carlos;neutro
#p mm 'aa zz nn 'an wn en tt en dz 'ii #c pp oo dd ee rr 'ii ac rx ee pp ee ts 'ii rf #q;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0182.wav;carlos;neutro
#p tt 'uu dd uc oh kk 'ee ij #p;/l/disk1/awstebas/data/TTS/speaker-carlos/neutro/wav22/neutro0088.wav;carlos;neutro
#p pp 'ee ll uc kk ic ts uc aa nn aa ll ii zz 'an dd uc aa kk 'ii #s 'eh ss ac ll ii gg aa ss 'an wn pp aa rf ts 'ii uw dd uc kk 'aa uw ss 'en tt ee rf dd ac ll ee ij ll 'oh kk ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_charlesMilho_neutro/wav22/ibm_charlesMilho_neutro0032.wav;carlos;neutro
#p oo bb rd ii gg 'aa dd ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/neutro/wav22/neutro0093.wav;carlos;neutro
#p aa tt rd aa vv 'eh zz dd uc kk aa mm 'in nh uc #c uc tt uu rr 'ii zz mm uc ss 'oh aa uw mm en tt 'oo uw #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1692.wav;carlos;neutro
#p ll 'uu kk rd uc 'an ts ic zz dz ic zh 'uu rr uc ss #c en ss 'an wn gg on ss 'aa ll uc #c ss ee rr 'aa tt en dd 'en ss ij ac nn uc 'an nn uc kk ic vv 'en #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1412.wav;carlos;neutro
#p dz ic rx ee ij nn 'aa uw dd uc pp 'aa rr ac rx ee ij nn 'aa uw dd uc #c kk on rx ee ij nn 'aa uw dd uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/nomes_freq/wav22/nomes_freq0124.wav;carlos;neutro
#p 'eh ss tt ac 'eh ac gg aa zz oo ll 'ii nn ac #c 'uu mm ac dd ac zz dd rd 'oh gg ac zz dz ic oo rr 'ii zh en oo kk 'uu uw tt ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1199.wav;carlos;neutro
#p pp 'aa rr ac uc ee ll 'en kk uc dd uc ff 'ii uw mm ic #c tt 'en dz ic ss 'ee rr un rx 'eh kk oo rf dz ic #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1437.wav;carlos;neutro
#p aa 'in dd ac kk ic ac tt eh kk nn oo ll oo zh 'ii ac zh 'eh rr ic rx ee zz uu uw tt 'aa dd uc #c uc dz in nh 'ee ij rr uc 'eh uc mm 'ee zz mm uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1140.wav;carlos;neutro
#p uc en ss 'ii nn uc dz ic zh ee oo gg rd aa ff 'ii ac ic dd ac ii ss tt 'oh rr ij ac dd ac gg 'eh rx ac ss ii vv 'ii uw #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0329.wav;carlos;neutro
#p 'uu mm ac bb 'oo ac nn 'eh #q;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0175.wav;carlos;neutro
#p ac 'oh ts ic kk ac aa nn un ss ii 'oo uw 'on tt en kk ic vv 'aa ij mm uu dd 'aa rf nn uc kk aa rf nn aa vv 'aa uw #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0784.wav;carlos;neutro
#p uc pp oo dd 'ee rr ic ac rx aa zz 'an wn nn 'an wn ss 'an wn aa ll ii 'aa dd uc zz dd uc ss tt rd aa ff ii kk 'an ts ic ss #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1624.wav;carlos;neutro
#p zh 'aa nn uc gg oo vv 'ee rf nn uc #c bb rd 'uu nn uc tt 'en tt ac an pp ll ii 'aa rf ss 'ee uw mm an dd 'aa tt uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0507.wav;carlos;neutro
